,0,really scifi,scifi_probability,preds
26,A Counterfeiter's Roguery,0,0.7343809523809525,0
160,A Millionaire Mystery,0,0.7373571428571428,0
169,The woman who vowed,1,0.7381904761904763,0
170,The coming race,1,0.7390238095238095,0
126,The Seventeenth Hole at Duncaster,0,0.7390238095238095,0
184,The Impossible Highway,1,0.75,0
145,Leaves from the note-book,0,0.7536666666666666,0
42,Long live the dead,0,0.7540238095238094,0
129,Dreamland and ghostland,0,0.7576666666666665,0
70,The Door of the Unreal,0,0.7576666666666665,0
36,Strange Motives,0,0.7576666666666665,0
50,Behind closed doors,0,0.7676666666666666,0
25,The Beetle,0,0.7693571428571427,0
108,In a Lonely Place,0,0.781642857142857,0
28,The chronicles of Quincy ,0,0.7838571428571427,0
44,When they come from space,1,0.7863333333333332,0
52,The Dutch shoe mystery,0,0.7905238095238094,1
105,Nineteen eighty-four,1,0.7905238095238094,1
49,The Face in the Mask,1,0.7998571428571429,1
20,The House and the Brain,0,0.7998571428571429,1
144,Star-begotten,1,0.8,1
176,Second Variety,1,0.8060238095238096,1
68,The Big Sleep,0,0.8060238095238096,1
80,The lost world,1,0.81,1
87,Last and first men,1,0.817690476190476,1
139,The widow Lerouge,0,0.8183571428571428,1
65,Picture of Dorian Gray,0,0.8244999999999999,1
32,The Case of the Painted Girl,0,0.8244999999999999,1
134,The Maltese Falcon,0,0.832857142857143,1
89,The stillwater tragedy,0,0.8344999999999998,1
73,Modern ghost stories,0,0.8344999999999998,1
115,Code three,1,0.8344999999999998,1
1,The Tapestried Chamber,0,0.8392142857142857,1
40,The Spider,0,0.84,1
16,Brood of the Witch-Queen,0,0.8463095238095238,1
98,The Martian Chronicles,1,0.85,1
86,The Narracong Riddle,0,0.85,1
103,Negotium Perambulans,0,0.85,1
173,Double Indemnity ,0,0.8586904761904761,1
35,A poor wise man,0,0.8586904761904761,1
85,Xélucha,0,0.8618571428571429,1
15,Across the zodiac,1,0.8636428571428568,1
120,The Man Who Went Too Far,0,0.8636428571428568,1
104,The circular staircase,0,0.8636428571428568,1
163,Theodore savage,1,0.8636428571428568,1
118,Farewell horizontal,1,0.8636428571428568,1
38,The Castle of Otronto,0,0.8907142857142856,1
22,Honey in his Mouth,0,0.9041428571428569,1
157,The Shunned House,0,0.9041428571428569,1
180,The time machine;,1,0.9041428571428569,1
181,Well-- who killed him?,0,0.9041428571428569,1
158,"The white knight, or, The monastery of Morne",0,0.9125476190476188,1
124,The Middle Toe of the Right Foot,0,0.9226428571428572,1
90,Enterprise Stardust,1,0.9226428571428572,1
165,Notting Hill Mystery,0,0.9346428571428571,1
0,Knots untied,0,0.9364761904761905,1
75,The Return,0,0.94,1
92,Dracula,0,0.9441666666666666,1
141,The Red Lodge,0,0.97,1
10,The Lipstick Clue,0,0.97,1
55,The return of Sherlock Holmes,0,1.0,1
53,Tunnel in the Sky,1,1.0,1
51,The angel of the revolution,1,1.0,1
48,The chessmen of Mars,1,1.0,1
47,A Witch Shall Be Born,0,1.0,1
45,The secret of the crater,1,1.0,1
39,A Visitor from Down Under,0,1.0,1
34,The Postman always rings twice,0,1.0,1
29,The metal monster,1,1.0,1
27,A Woman is Dead,0,1.0,1
24,The buccaneer,0,1.0,1
23,The goddess of Atvatabar,1,1.0,1
19,The Mystery of Marie Roget,0,1.0,1
17,Dealings with the dead;,0,1.0,1
8,Colony,1,1.0,1
178,The Leavenworth case,0,1.0,1
179,Eleven possible cases,0,1.0,1
5,Strangers on a Train,0,1.0,1
4,The great war syndicate,1,1.0,1
3,The Cinema Crime,0,1.0,1
183,Beyond the dreams of avarice,1,1.0,1
161,The Benson murder case,0,1.0,1
59,Jewels of Gwahlur,0,1.0,1
133,Profile of a Murder,0,1.0,1
60,The gold bag,0,1.0,1
131,Mission to the moon,1,1.0,1
130,Skyracos: The Mining Mess ,1,1.0,1
127,The amateur cracksman,0,1.0,1
137,The Mississippi Saucer,1,1.0,1
123,The gloved hand;,0,1.0,1
122,The mystery of the yellow,0,1.0,1
140,Wheel of the winds,1,1.0,1
121,Adventures of Sherlock Holmes,0,1.0,1
119,Wieland; or The Transformation,0,1.0,1
117,"Camperdown, or, News from",1,1.0,1
132,"Looking backward, 2000-18",1,1.0,1
116,The doomsday men,1,1.0,1
114,The haunted hotel,0,1.0,1
148,A world out of time,1,1.0,1
113,A scanner darkly,1,1.0,1
110,The wounded and the slain,0,1.0,1
95,The Dark Chamber,0,1.0,1
91,Ghost-Stories of an Antiquary,0,1.0,1
153,Dark Passage,0,1.0,1
78,Shadows in the Moonlight,0,1.0,1
72,The Phantom Ship,0,1.0,1
62,Foundation,1,1.0,1
146,The moon men,1,1.0,1
159,The Far Way,1,1.0,1
