,0,1,2,3,4,5,6
67,35945,that unfortunate marriage,"Trollope, Frances Eleanor",56,1100,patronage. by maria edgew,Maria EDGEWORTH
68,32364,marta y maría: novela de ,"Palacio Valdés, Armando",56,1100,patronage. by maria edgew,Maria EDGEWORTH
69,9732,Barnaby Rudge,"Dickens, Charles",53,1100,patronage. by maria edgew,Maria EDGEWORTH
70,4549,"artemis to actaeon, and o","Wharton, Edith",64,1279,"harrington, a tale; and o",Maria EDGEWORTH
71,24539,"kinston, whitehall and go",,64,1279,"harrington, a tale; and o",Maria EDGEWORTH
72,9283,artemis to actaeon and ot,"Wharton, Edith",64,1279,"harrington, a tale; and o",Maria EDGEWORTH
73,34882,barrington. volume 1 (of ,"Lever, Charles James",60,1279,"harrington, a tale; and o",Maria EDGEWORTH
74,17630,christmas tales and chris,"Field, Eugene",60,1279,"harrington, a tale; and o",Maria EDGEWORTH
75,37102,"Cedric, the Forester","Marshall, Bernard Gay",80,1291,"edric, the forester: or, ",Anne KER
76,21393,"hendricks the hunter; or,","Kingston, William Henry Giles",68,1291,"edric, the forester: or, ",Anne KER
77,8607,"in the forest; or, pictur","Traill, Catharine Parr Strickland",68,1291,"edric, the forester: or, ",Anne KER
78,21664,"george at the fort; or, l","Castlemon, Harry",64,1291,"edric, the forester: or, ",Anne KER
79,16244,"the turkish jester: or, t",,64,1291,"edric, the forester: or, ",Anne KER
80,20038,"frankenstein; or, the mod","Shelley, Mary Wollstonecraft",100,1367,"frankenstein; or, the mod",Mary Wollstonecraft SHELLEY
81,84,"frankenstein; or, the mod","Shelley, Mary Wollstonecraft",100,1367,"frankenstein; or, the mod",Mary Wollstonecraft SHELLEY
82,41445,"frankenstein; or, the mod","Shelley, Mary Wollstonecraft",100,1367,"frankenstein; or, the mod",Mary Wollstonecraft SHELLEY
83,42324,"frankenstein; or, the mod","Shelley, Mary Wollstonecraft",100,1367,"frankenstein; or, the mod",Mary Wollstonecraft SHELLEY
84,1573,"frank's campaign; or, the","Alger, Horatio",68,1367,"frankenstein; or, the mod",Mary Wollstonecraft SHELLEY
85,4719,wacousta : a tale of the ,"Richardson, Major (John)",64,1790,"ourika, a tale. by the du","Claire Louise Rose Bonne, Duchesse de DURAS"
86,49663,adonijah: a tale of the j,"Strickland, Jane Margaret",64,1790,"ourika, a tale. by the du","Claire Louise Rose Bonne, Duchesse de DURAS"
87,5754,"lysbeth, a tale of the du","Haggard, H. Rider (Henry Rider)",64,1790,"ourika, a tale. by the du","Claire Louise Rose Bonne, Duchesse de DURAS"
88,28896,stories and tales of the ,"Carleton, William",64,1790,"ourika, a tale. by the du","Claire Louise Rose Bonne, Duchesse de DURAS"
89,4911,wacousta : a tale of the ,"Richardson, Major (John)",64,1790,"ourika, a tale. by the du","Claire Louise Rose Bonne, Duchesse de DURAS"
90,2021,nostromo: a tale of the s,"Conrad, Joseph",64,1845,redwood; a tale. by the a,Catharine Maria SEDGWICK
91,44486,dodo: a detail of the day,"Benson, E. F. (Edward Frederic)",64,1845,redwood; a tale. by the a,Catharine Maria SEDGWICK
92,21726,"deep down, a tale of the ","Ballantyne, R. M. (Robert Michael)",64,1845,redwood; a tale. by the a,Catharine Maria SEDGWICK
93,49663,adonijah: a tale of the j,"Strickland, Jane Margaret",60,1845,redwood; a tale. by the a,Catharine Maria SEDGWICK
94,47817,the brand: a tale of the ,"Broderick, Therese",60,1845,redwood; a tale. by the a,Catharine Maria SEDGWICK
95,41943,madame de longueville: la,"Cousin, Victor",60,2015,"gaston de blondeville, or",Ann RADCLIFFE
96,39739,"œuvres de p. corneille, t","Corneille, Pierre",56,2015,"gaston de blondeville, or",Ann RADCLIFFE
97,4258,andersonville: a story of,"McElroy, John",56,2015,"gaston de blondeville, or",Ann RADCLIFFE
98,31628,"œuvres de p. corneille, t","Corneille, Pierre",56,2015,"gaston de blondeville, or",Ann RADCLIFFE
99,40859,ponce de leon: the rise o,"Pilling, William",56,2015,"gaston de blondeville, or",Ann RADCLIFFE
100,39509,"the black man, the father","Webb, James Morris",72,2020,the last man. by the auth,Mary Wollstonecraft SHELLEY
101,32013,the last campaign of the ,"Wingate, George Wood",72,2020,the last man. by the auth,Mary Wollstonecraft SHELLEY
102,17450,the part borne by the dut,"Heeres, J. E. (Jan Ernst)",72,2020,the last man. by the auth,Mary Wollstonecraft SHELLEY
103,30106,the vast abyss: the story,"Fenn, George Manville",68,2020,the last man. by the auth,Mary Wollstonecraft SHELLEY
104,40751,the old man of the mounta,"Strang, Herbert",68,2020,the last man. by the auth,Mary Wollstonecraft SHELLEY
105,7371,A Sicilian Romance,"Radcliffe, Ann Ward",70,3003,a sicilian romance. by th,"[RADCLIFFE, Ann]"
106,35189,historical romance of the,"Fowler, Charles Henry",64,3003,a sicilian romance. by th,"[RADCLIFFE, Ann]"
107,46923,epics and romances of the,"Wägner, Wilhelm",64,3003,a sicilian romance. by th,"[RADCLIFFE, Ann]"
108,49634,attila.: a romance. vol. ,"James, G. P. R. (George Payne Rainsford)",60,3003,a sicilian romance. by th,"[RADCLIFFE, Ann]"
109,26410,peak's island: a romance ,"Piper, Anna W. Ford",60,3003,a sicilian romance. by th,"[RADCLIFFE, Ann]"
110,3268,The Mysteries of Udolpho,"Radcliffe, Ann Ward",86,3004,"the mysteries of udolpho,","RADCLIFFE, Ann"
111,51649,"the mysteries of london, ","Reynolds, George W. M. (George William MacArthur)",80,3004,"the mysteries of udolpho,","RADCLIFFE, Ann"
112,51294,"the mysteries of london, ","Reynolds, George W. M. (George William MacArthur)",80,3004,"the mysteries of udolpho,","RADCLIFFE, Ann"
113,47312,"the mysteries of london, ","Reynolds, George W. M. (George William MacArthur)",80,3004,"the mysteries of udolpho,","RADCLIFFE, Ann"
114,33801,"the mysteries of paris, v","Sue, Eugène",76,3004,"the mysteries of udolpho,","RADCLIFFE, Ann"
115,32998,the romance of the red tr,"Yapp, Arthur K. (Arthur Keysall)",88,3005,the romance of the forest,"[RADCLIFFE, Ann]"
116,4316,the romance of the colora,"Dellenbaugh, Frederick Samuel",84,3005,the romance of the forest,"[RADCLIFFE, Ann]"
117,33879,the romance of the canone,"Heyse, Paul",84,3005,the romance of the forest,"[RADCLIFFE, Ann]"
118,49505,the romance of the micros,"Ealand, C. A.",84,3005,the romance of the forest,"[RADCLIFFE, Ann]"
119,18495,the drama of the forests:,"Heming, Arthur",84,3005,the romance of the forest,"[RADCLIFFE, Ann]"
120,12458,"the talisman, from the ru","Borrow, George",72,3008,"the italian, or the confe","RADCLIFFE, Ann"
121,32508,the blind lion of the con,"Sayler, H. L. (Harry Lincoln)",72,3008,"the italian, or the confe","RADCLIFFE, Ann"
122,46175,the history of the confed,"Eggleston, George Cary",72,3008,"the italian, or the confe","RADCLIFFE, Ann"
123,24469,the supplies for the conf,"Huse, Caleb",72,3008,"the italian, or the confe","RADCLIFFE, Ann"
124,45609,the history of the confed,"Eggleston, George Cary",72,3008,"the italian, or the confe","RADCLIFFE, Ann"
125,37908,"adeline mowbray; or, the ","Opie, Amelia",64,45,"adeline st. julian; or, t",Anne KER
126,32234,"the lion of janina; or, t","Jókai, Mór",64,45,"adeline st. julian; or, t",Anne KER
127,17166,a life of st. john for th,"Weed, George Ludington",64,45,"adeline st. julian; or, t",Anne KER
128,44950,"plane and plank; or, the ","Optic, Oliver",60,45,"adeline st. julian; or, t",Anne KER
129,10690,"a desperate chance; or, t",Old Sleuth,60,45,"adeline st. julian; or, t",Anne KER
130,25213,the masters and their mus,"Mathews, W. S. B. (William Smythe Babcock)",68,57,the miser and his family.,Eliza PARSONS
131,29733,the farmer and his commun,"Sanderson, Dwight",68,57,the miser and his family.,Eliza PARSONS
132,49537,the spider and the fly: o,"Garvice, Charles",68,57,the miser and his family.,Eliza PARSONS
133,23008,the sheriff and his partn,"Harris, Frank",68,57,the miser and his family.,Eliza PARSONS
134,13069,the minister and the boy:,"Hoben, Allan",68,57,the miser and his family.,Eliza PARSONS
135,32855,natural history of the be,"Barlow, Jon C.",60,62,nocturnal visit. a tale. ,Regina Maria ROCHE
136,36286,natural history of the pr,"Jameson, E. W. (Everett Williams)",60,62,nocturnal visit. a tale. ,Regina Maria ROCHE
137,42676,natural history of the ra,"Fitch, Henry S. (Henry Sheldon)",60,62,nocturnal visit. a tale. ,Regina Maria ROCHE
138,27484,journal of a visit to con,"Auldjo, John",60,62,nocturnal visit. a tale. ,Regina Maria ROCHE
139,7124,the coral island: a tale ,"Ballantyne, R. M. (Robert Michael)",60,62,nocturnal visit. a tale. ,Regina Maria ROCHE
140,41302,the letters of her mother,"Trowbridge, W. R. H. (William Rutherford Hayes)",76,68,the letters of a solitary,Charlotte SMITH
141,42078,the letters of jane auste,"Austen, Jane",76,68,the letters of a solitary,Charlotte SMITH
142,40393,the letters of a post-imp,"Gogh, Vincent van",76,68,the letters of a solitary,Charlotte SMITH
143,18590,the letters of cassiodoru,"Cassiodorus, Senator",76,68,the letters of a solitary,Charlotte SMITH
144,25852,the letters of charles di,"Dickens, Charles",72,68,the letters of a solitary,Charlotte SMITH
145,40054,"margaret capel: a novel, ","Wallace, Ellen",68,116,"st. margaret's cave: or, ",Elizabeth HELME
146,40053,"margaret capel: a novel, ","Wallace, Ellen",68,116,"st. margaret's cave: or, ",Elizabeth HELME
147,40006,"margaret capel: a novel, ","Wallace, Ellen",68,116,"st. margaret's cave: or, ",Elizabeth HELME
148,47625,"motor matt's clue: or, th","Matthews, Stanley R.",64,116,"st. margaret's cave: or, ",Elizabeth HELME
149,46369,"torrey's narrative: or, t","Torrey, William",64,116,"st. margaret's cave: or, ",Elizabeth HELME
150,41646,"emmeline, the orphan of t","Smith, Charlotte",68,122,"emmeline; or, the happy d",Anne KER
151,37514,"jemima placid; or, the ad","Kilner, Mary Ann",68,122,"emmeline; or, the happy d",Anne KER
152,6053,"evelina, or, the history ","Burney, Fanny",68,122,"emmeline; or, the happy d",Anne KER
153,27666,"seek and find; or, the ad","Optic, Oliver",64,122,"emmeline; or, the happy d",Anne KER
154,3733,"bel ami; or, the history ","Maupassant, Guy de",64,122,"emmeline; or, the happy d",Anne KER
155,46524,the pleasant historie of ,"Gómara, Francisco López de",68,139,the peasant of ardenne fo,Eliza PARSONS
156,9063,the penance of magdalena ,"Chase, J. Smeaton (Joseph Smeaton)",68,139,the peasant of ardenne fo,Eliza PARSONS
157,4519,the descent of man and ot,"Wharton, Edith",68,139,the peasant of ardenne fo,Eliza PARSONS
158,16054,the palace of darkened wi,"Bradley, Mary Hastings",68,139,the peasant of ardenne fo,Eliza PARSONS
159,26059,the ascent of denali (mou,"Stuck, Hudson",68,139,the peasant of ardenne fo,Eliza PARSONS
160,9331,"the hunted outlaw, or, do",Anonymous,72,155,"the haunted palace, or th",Mrs R. P. M. YORKE
161,644,the haunted man and the g,"Dickens, Charles",68,155,"the haunted palace, or th",Mrs R. P. M. YORKE
162,9713,the haunted man and the g,"Dickens, Charles",68,155,"the haunted palace, or th",Mrs R. P. M. YORKE
163,17229,the haunted hour: an anth,,68,155,"the haunted palace, or th",Mrs R. P. M. YORKE
164,50897,the haunted pagodas—the q,"Hutchinson, J. R. (John Robert)",68,155,"the haunted palace, or th",Mrs R. P. M. YORKE
165,50231,the romance of modern sie,"Gilliat, Edward",76,156,the romance of smyrna; or,Mrs R. P. M. YORKE
166,41160,the romance of modern inv,"Williams, Archibald",76,156,the romance of smyrna; or,Mrs R. P. M. YORKE
167,46094,the romance of modern mec,"Williams, Archibald",76,156,the romance of smyrna; or,Mrs R. P. M. YORKE
168,35342,the romance of a poor you,"Edwards, Pierrepont",76,156,the romance of smyrna; or,Mrs R. P. M. YORKE
169,45200,the romance of a poor you,"Feuillet, Octave",76,156,the romance of smyrna; or,Mrs R. P. M. YORKE
170,41962,law of the north (origina,"White, Samuel Alexander",72,174,"stella of the north, or t",Helen CRAIK
171,5075,the lion of the north: a ,"Henty, G. A. (George Alfred)",72,174,"stella of the north, or t",Helen CRAIK
172,18614,at the back of the north ,"Lewis, Elizabeth",68,174,"stella of the north, or t",Helen CRAIK
173,4704,nomads of the north: a st,"Curwood, James Oliver",68,174,"stella of the north, or t",Helen CRAIK
174,21733,the giant of the north: p,"Ballantyne, R. M. (Robert Michael)",68,174,"stella of the north, or t",Helen CRAIK
175,42946,"live toys: or, anecdotes ","Davenport, Emma",56,201,"plantagenet: or, secrets ",Anna MILLIKIN
176,30441,"canned fruit, preserves, ","Parloa, Maria",56,201,"plantagenet: or, secrets ",Anna MILLIKIN
177,49784,"the last vendée: or, the ","Dumas, Alexandre",56,201,"plantagenet: or, secrets ",Anna MILLIKIN
178,40444,"the union: or, select sco",,56,201,"plantagenet: or, secrets ",Anna MILLIKIN
179,51760,stand pat: poker stories ,"Curtis, David A.",56,201,"plantagenet: or, secrets ",Anna MILLIKIN
180,3186,"the mysterious stranger, ","Twain, Mark",76,209,the mysterious visit: a n,Eliza PARSONS
181,50109,the mysterious stranger: ,"Twain, Mark",76,209,the mysterious visit: a n,Eliza PARSONS
182,863,the mysterious affair at ,"Christie, Agatha",76,209,the mysterious visit: a n,Eliza PARSONS
183,8188,the mysterious key and wh,"Alcott, Louisa May",72,209,the mysterious visit: a n,Eliza PARSONS
184,1268,The Mysterious Island,"Verne, Jules",70,209,the mysterious visit: a n,Eliza PARSONS
185,46132,the wars of the roses: or,"Edgar, John G. (John George)",72,252,st. clair of the isles: o,Elizabeth HELME
186,1188,the lair of the white wor,"Stoker, Bram",72,252,st. clair of the isles: o,Elizabeth HELME
187,22464,the last of the chiefs: a,"Altsheler, Joseph A. (Joseph Alexander)",68,252,st. clair of the isles: o,Elizabeth HELME
188,44913,the life of the moselle: ,"Rooke, Octavius",68,252,st. clair of the isles: o,Elizabeth HELME
189,34410,the treasure of the isle ,"Tarn, W. W. (William Woodthorpe)",68,252,st. clair of the isles: o,Elizabeth HELME
190,51595,stirring incidents in the,"Faughnan, Thomas",64,257,a modern incident in dome,Isabella KELLY
191,5382,a modern chronicle — comp,"Churchill, Winston",64,257,a modern incident in dome,Isabella KELLY
192,847,Lays of Ancient Rome,"Macaulay, Thomas Babington Macaulay, Baron",62,257,a modern incident in dome,Isabella KELLY
193,5379,a modern chronicle — volu,"Churchill, Winston",60,257,a modern incident in dome,Isabella KELLY
194,5378,a modern chronicle — volu,"Churchill, Winston",60,257,a modern incident in dome,Isabella KELLY
195,34629,the mysterious wanderer; ,"Reeve, Sophia",72,258,"the mysterious count; or,",Anne KER
196,29569,the mysterious murder of ,Unknown,72,258,"the mysterious count; or,",Anne KER
197,33973,"the mysterious wanderer, ","Reeve, Sophia",72,258,"the mysterious count; or,",Anne KER
198,39425,"the mysterious wanderer, ","Reeve, Sophia",72,258,"the mysterious count; or,",Anne KER
199,3186,"the mysterious stranger, ","Twain, Mark",72,258,"the mysterious count; or,",Anne KER
200,43358,modern flirtations: a nov,"Sinclair, Catherine",68,327,"modern faults, a novel, f",Anne KER
201,30041,mlle. fouchette: a novel ,"Murray, Charles Theodore",60,327,"modern faults, a novel, f",Anne KER
202,41340,mount royal: a novel. vol,"Braddon, M. E. (Mary Elizabeth)",60,327,"modern faults, a novel, f",Anne KER
203,29907,"modern painters, volume 1","Ruskin, John",60,327,"modern faults, a novel, f",Anne KER
204,29906,"modern painters, volume 2","Ruskin, John",60,327,"modern faults, a novel, f",Anne KER
205,46990,the guinea voyage: a poem,"Stanfield, James Field",68,337,the india voyage; by mrs.,Elizabeth LEFANU
206,23129,the young voyageurs: boy ,"Reid, Mayne",64,337,the india voyage; by mrs.,Elizabeth LEFANU
207,8519,the life and voyages of c,"Irving, Washington",64,337,the india voyage; by mrs.,Elizabeth LEFANU
208,48469,the indian fairy book: fr,"Schoolcraft, Henry Rowe",60,337,the india voyage; by mrs.,Elizabeth LEFANU
209,22248,the indian fairy book: fr,"Mathews, Cornelius",60,337,the india voyage; by mrs.,Elizabeth LEFANU
210,19675,herrn mahlhubers reiseabe,"Gerstäcker, Friedrich",56,340,terrific tales. by isabel,Isabella LEWIS
211,25407,the merrie tales of jacqu,"France, Anatole",56,340,terrific tales. by isabel,Isabella LEWIS
212,5831,the riches of bunyan: sel,"Bunyan, John",56,340,terrific tales. by isabel,Isabella LEWIS
213,29021,the fairy tales of charle,"Perrault, Charles",56,340,terrific tales. by isabel,Isabella LEWIS
214,12083,"eric; or, little by littl","Farrar, F. W. (Frederic William)",56,340,terrific tales. by isabel,Isabella LEWIS
215,38749,our house and london out ,"Pennell, Elizabeth Robins",60,352,"murray house. ""a plain un",Eliza PARSONS
216,17621,one day more: a play in o,"Conrad, Joseph",56,352,"murray house. ""a plain un",Eliza PARSONS
217,17112,many thoughts of many min,,56,352,"murray house. ""a plain un",Eliza PARSONS
218,22225,mary louise in the countr,"Baum, L. Frank (Lyman Frank)",56,352,"murray house. ""a plain un",Eliza PARSONS
219,4599,the small house at alling,"Trollope, Anthony",56,352,"murray house. ""a plain un",Eliza PARSONS
220,38869,from the lakes of killarn,"Field, Henry M. (Henry Martyn)",76,355,the lake of killarney: a ,Anna Maria PORTER
221,39853,the lance of kanana: a st,"French, Harry W. (Harry Willard)",72,355,the lake of killarney: a ,Anna Maria PORTER
222,23269,the heir of kilfinnan: a ,"Kingston, William Henry Giles",72,355,the lake of killarney: a ,Anna Maria PORTER
223,7486,the master of silence: a ,"Bacheller, Irving",72,355,the lake of killarney: a ,Anna Maria PORTER
224,45050,the lady of pleasure: a c,"Shirley, James",72,355,the lake of killarney: a ,Anna Maria PORTER
225,49847,the pilgrim of castile: o,"Vega, Lope de",76,406,the pilgrim of the cross;,Elizabeth HELME
226,6331,the pillars of the house;,"Yonge, Charlotte M. (Charlotte Mary)",76,406,the pilgrim of the cross;,Elizabeth HELME
227,13840,the sign of the red cross,"Everett-Green, Evelyn",76,406,the pilgrim of the cross;,Elizabeth HELME
228,9473,"the knights of the cross,","Sienkiewicz, Henryk",76,406,the pilgrim of the cross;,Elizabeth HELME
229,3112,"the pilgrim, and the amer","Warner, Charles Dudley",72,406,the pilgrim of the cross;,Elizabeth HELME
230,32942,the red city: a novel of ,"Mitchell, S. Weir (Silas Weir)",68,412,the secret. a novel. in f,Isabella KELLY
231,33644,the secret of the ninth p,"Wollheim, Donald A.",68,412,the secret. a novel. in f,Isabella KELLY
232,41837,the secret mark: an adven,"Snell, Roy J. (Roy Judson)",68,412,the secret. a novel. in f,Isabella KELLY
233,42395,the circle: a comedy in t,"Maugham, W. Somerset (William Somerset)",64,412,the secret. a novel. in f,Isabella KELLY
234,36644,the coward: a novel of so,"Morford, Henry",64,412,the secret. a novel. in f,Isabella KELLY
235,4957,"the heart's secret; or, t","Ballou, Maturin Murray",76,445,"my master's secret; or, t",Mrs R. P. M. YORKE
236,47087,"motor matt's race: or, th","Matthews, Stanley R.",64,445,"my master's secret; or, t",Mrs R. P. M. YORKE
237,7410,the minister's charge; or,"Howells, William Dean",64,445,"my master's secret; or, t",Mrs R. P. M. YORKE
238,9854,frank roscoe's secret; or,"Chapman, Allen",64,445,"my master's secret; or, t",Mrs R. P. M. YORKE
239,50975,"motor matt's prize: or, t","Matthews, Stanley R.",64,445,"my master's secret; or, t",Mrs R. P. M. YORKE
240,1827,the life of charlotte bro,"Gaskell, Elizabeth Cleghorn",64,536,the libertine; by charlot,Charlotte DACRE
241,1700,the life of charlotte bro,"Gaskell, Elizabeth Cleghorn",64,536,the libertine; by charlot,Charlotte DACRE
242,41105,the secret of charlotte b,"Macdonald, Frederika",64,536,the libertine; by charlot,Charlotte DACRE
243,14078,"the liberation of italy, ","Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington, contessa",64,536,the libertine; by charlot,Charlotte DACRE
244,15771,the bible period by perio,"Tidwell, Josiah Blake",60,536,the libertine; by charlot,Charlotte DACRE
245,51164,The Convict: A Tale,"James, G. P. R. (George Payne Rainsford)",64,568,"the convict, or navy lieu",Eliza PARSONS
246,18639,the victorian age in lite,"Chesterton, G. K. (Gilbert Keith)",64,568,"the convict, or navy lieu",Eliza PARSONS
247,30048,"the contemporary review, ",Various,60,568,"the convict, or navy lieu",Eliza PARSONS
248,49608,the collected works in ve,"Yeats, W. B. (William Butler)",60,568,"the convict, or navy lieu",Eliza PARSONS
249,49610,the collected works in ve,"Yeats, W. B. (William Butler)",60,568,"the convict, or navy lieu",Eliza PARSONS
